사번,년월,초과근무시간
E0293,2025-10,25.4
E0293,2025-11,14.9
E0293,2025-12,23.3
E0293,2026-01,14.6
E0293,2026-02,18.0
E0293,2026-03,16.9
E0294,2025-01,0.0
E0294,2025-02,1.8
E0294,2025-03,4.6
E0294,2025-04,6.9
E0294,2025-05,4.0
E0294,2025-06,0.0
E0294,2025-07,4.1
E0294,2025-08,9.3
E0294,2025-09,5.6
E0294,2025-10,13.2
E0294,2025-11,5.0
E0294,2025-12,8.4
E0294,2026-01,15.6
E0294,2026-02,13.2
E0294,2026-03,16.6
E0295,2025-01,6.5
E0295,2025-02,1.9
E0295,2025-03,4.2
E0295,2025-04,8.9
E0295,2025-05,3.0
E0295,2025-06,6.0
E0295,2025-07,1.9
E0295,2025-08,8.1
E0295,2025-09,4.7
E0295,2025-10,7.9
E0295,2025-11,9.4
E0295,2025-12,7.1
E0295,2026-01,15.1
E0295,2026-02,17.9
E0295,2026-03,15.2
E0296,2025-01,13.5
E0296,2025-02,13.6
E0296,2025-03,5.8
E0296,2025-04,15.9
E0296,2025-05,18.4
E0296,2025-06,9.2
E0296,2025-07,13.6
E0296,2025-08,13.5
E0296,2025-09,16.1
E0296,2025-10,14.8
E0296,2025-11,10.6
E0296,2025-12,20.6
E0296,2026-01,16.7
E0296,2026-02,16.6
E0296,2026-03,10.7
E0297,2025-01,18.0
E0297,2025-02,22.3
E0297,2025-03,19.4
E0297,2025-04,26.1
E0297,2025-05,26.5
E0297,2025-06,24.2
E0297,2025-07,19.8
E0297,2025-08,21.0
E0297,2025-09,28.3
E0297,2025-10,24.4
E0297,2025-11,22.9
E0297,2025-12,21.9
E0297,2026-01,13.7
E0297,2026-02,16.7
E0297,2026-03,13.1
E0298,2025-01,4.3
E0298,2025-02,7.1
E0298,2025-03,3.8
E0298,2025-04,6.5
E0298,2025-05,0.0
E0298,2025-06,9.3
E0298,2025-07,4.6
E0298,2025-08,0.9
E0298,2025-09,6.6
E0298,2025-10,5.5
E0298,2025-11,0.3
E0298,2025-12,4.3
E0298,2026-01,15.1
E0298,2026-02,16.7
E0298,2026-03,14.2
E0299,2025-01,0.8
E0299,2025-02,0.0
E0299,2025-03,1.2
E0299,2025-04,0.0
E0299,2025-05,0.0
E0299,2025-06,4.9
E0299,2025-07,4.1
E0299,2025-08,1.9
E0299,2025-09,0.0
E0299,2025-10,2.6
E0299,2025-11,5.9
E0299,2025-12,7.8
E0299,2026-01,17.7
E0299,2026-02,19.3
E0299,2026-03,18.5
E0300,2025-01,26.7
E0300,2025-02,17.9
E0300,2025-03,19.5
E0300,2025-04,22.0
E0300,2025-05,22.3
E0300,2025-06,22.8
E0300,2025-07,27.1
E0300,2025-08,23.4
E0300,2025-09,27.5
E0300,2025-10,19.6
E0300,2025-11,21.1
E0300,2025-12,21.0
